Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
0.0,2.0,37.0,1.0,26.0,1.0,1.0,254.0,26.0,0.0,0.0
0.0,3.0,22.0,0.0,28.0,0.0,0.0,440.0,7.8958,0.0,0.0
0.0,2.0,18.0,0.0,43.0,1.0,1.0,34.0,26.25,0.0,0.0
1.0,3.0,31.0,1.0,26.0,0.0,0.0,403.0,7.8542,0.0,0.0
1.0,2.0,35.0,1.0,24.0,1.0,0.0,70.0,26.0,0.0,0.0
0.0,2.0,20.0,0.0,54.0,0.0,0.0,305.0,14.0,0.0,0.0
1.0,1.0,24.0,1.0,31.0,0.0,2.0,102.0,164.8667,101.0,0.0
1.0,1.0,56.0,1.0,40.0,1.0,1.0,55.0,134.5,133.0,1.0
0.0,3.0,18.0,0.0,22.0,0.0,0.0,560.0,7.25,0.0,0.0
0.0,3.0,16.0,0.0,27.0,0.0,0.0,424.0,7.8958,0.0,0.0
1.0,2.0,25.0,1.0,30.0,0.0,0.0,223.0,12.35,0.0,2.0
1.0,2.0,51.0,1.0,22.0,1.0,1.0,71.0,29.0,0.0,0.0
0.0,3.0,24.0,0.0,-1.0,8.0,2.0,2.0,69.55,0.0,0.0
1.0,1.0,24.0,1.0,36.0,0.0,0.0,38.0,135.6333,93.0,1.0
0.0,3.0,25.0,0.0,61.0,0.0,0.0,366.0,6.2375,0.0,0.0
1.0,2.0,23.0,1.0,36.0,0.0,0.0,302.0,13.0,5.0,0.0
1.0,3.0,46.0,1.0,31.0,1.0,1.0,30.0,20.525,0.0,0.0
1.0,1.0,28.0,1.0,16.0,0.0,1.0,41.0,57.9792,9.0,1.0
1.0,3.0,18.0,1.0,-1.0,2.0,0.0,100.0,23.25,0.0,2.0
0.0,1.0,19.0,0.0,45.5,0.0,0.0,150.0,28.5,21.0,0.0
0.0,1.0,25.0,0.0,38.0,0.0,1.0,36.0,153.4625,108.0,0.0
0.0,3.0,31.0,0.0,16.0,2.0,0.0,92.0,18.0,0.0,0.0
1.0,1.0,50.0,1.0,-1.0,1.0,0.0,125.0,133.65,0.0,0.0
0.0,3.0,18.0,0.0,-1.0,0.0,0.0,429.0,7.8958,0.0,0.0
0.0,1.0,25.0,0.0,29.0,1.0,0.0,44.0,66.6,24.0,0.0
1.0,1.0,31.0,1.0,41.0,0.0,0.0,55.0,134.5,136.0,1.0
1.0,3.0,21.0,0.0,45.0,0.0,0.0,547.0,8.05,0.0,0.0
0.0,1.0,28.0,0.0,45.0,0.0,0.0,164.0,35.5,147.0,0.0
1.0,2.0,30.0,0.0,2.0,1.0,1.0,22.0,26.0,7.0,0.0
1.0,1.0,30.0,1.0,24.0,3.0,2.0,11.0,263.0,2.0,0.0
0.0,2.0,26.0,0.0,28.0,0.0,0.0,249.0,13.0,0.0,0.0
0.0,2.0,42.0,0.0,25.0,0.0,0.0,242.0,13.0,0.0,0.0
0.0,2.0,23.0,0.0,36.0,0.0,0.0,215.0,13.0,0.0,0.0
1.0,2.0,29.0,1.0,24.0,0.0,0.0,248.0,13.0,8.0,0.0
1.0,2.0,25.0,1.0,40.0,0.0,0.0,324.0,13.0,0.0,0.0
1.0,3.0,41.0,1.0,-1.0,1.0,0.0,524.0,16.1,0.0,0.0
1.0,3.0,38.0,0.0,3.0,1.0,1.0,116.0,15.9,0.0,0.0
0.0,3.0,16.0,0.0,42.0,0.0,0.0,329.0,8.6625,0.0,0.0
0.0,3.0,22.0,0.0,23.0,0.0,0.0,541.0,9.225,0.0,0.0
0.0,1.0,38.0,0.0,-1.0,0.0,0.0,159.0,35.0,90.0,0.0
0.0,3.0,18.0,0.0,15.0,1.0,1.0,289.0,7.2292,0.0,1.0
0.0,3.0,25.0,0.0,25.0,1.0,0.0,95.0,17.8,0.0,0.0
0.0,3.0,17.0,0.0,-1.0,0.0,0.0,266.0,7.225,0.0,1.0
0.0,3.0,27.0,0.0,28.0,0.0,0.0,379.0,9.5,0.0,0.0
1.0,1.0,27.0,1.0,22.0,0.0,1.0,42.0,55.0,41.0,0.0
0.0,2.0,25.0,1.0,38.0,0.0,0.0,230.0,13.0,0.0,0.0
1.0,3.0,20.0,1.0,-1.0,0.0,0.0,346.0,7.8792,0.0,2.0
1.0,3.0,33.0,1.0,-1.0,0.0,0.0,352.0,7.8792,0.0,2.0
0.0,3.0,18.0,0.0,40.0,1.0,4.0,4.0,27.9,0.0,0.0
0.0,2.0,25.0,0.0,29.0,1.0,0.0,638.0,27.7208,0.0,1.0
0.0,3.0,31.0,1.0,45.0,0.0,1.0,85.0,14.4542,0.0,1.0
0.0,3.0,15.0,0.0,35.0,0.0,0.0,645.0,7.05,0.0,0.0
0.0,3.0,19.0,0.0,-1.0,1.0,0.0,106.0,15.5,0.0,2.0
0.0,3.0,30.0,0.0,30.0,0.0,0.0,579.0,7.25,0.0,0.0
1.0,1.0,48.0,1.0,60.0,1.0,0.0,135.0,75.25,118.0,1.0
1.0,3.0,30.0,1.0,-1.0,0.0,0.0,261.0,7.2292,0.0,1.0
1.0,3.0,19.0,1.0,-1.0,0.0,0.0,192.0,7.75,0.0,2.0
1.0,1.0,29.0,1.0,24.0,0.0,0.0,118.0,69.3,13.0,1.0
1.0,1.0,27.0,0.0,25.0,1.0,0.0,177.0,55.4417,139.0,1.0
0.0,3.0,25.0,0.0,18.0,1.0,0.0,314.0,6.4958,0.0,0.0
0.0,3.0,26.0,0.0,19.0,0.0,0.0,340.0,8.05,0.0,0.0
0.0,1.0,19.0,0.0,22.0,0.0,0.0,38.0,135.6333,0.0,1.0
0.0,3.0,26.0,1.0,3.0,3.0,1.0,14.0,21.075,0.0,0.0
1.0,1.0,37.0,1.0,-1.0,1.0,0.0,123.0,82.1708,0.0,1.0
1.0,3.0,31.0,1.0,22.0,0.0,0.0,580.0,7.25,0.0,0.0
0.0,1.0,25.0,0.0,27.0,0.0,2.0,157.0,211.5,103.0,1.0
0.0,3.0,19.0,0.0,20.0,0.0,0.0,267.0,4.0125,0.0,1.0
0.0,3.0,27.0,0.0,19.0,0.0,0.0,388.0,7.775,0.0,0.0
1.0,1.0,21.0,1.0,42.0,0.0,0.0,17.0,227.525,0.0,1.0
1.0,3.0,27.0,1.0,1.0,0.0,2.0,79.0,15.7417,0.0,1.0
0.0,3.0,18.0,0.0,32.0,0.0,0.0,669.0,7.925,0.0,0.0
1.0,1.0,51.0,1.0,35.0,1.0,0.0,45.0,52.0,0.0,0.0
0.0,3.0,22.0,0.0,-1.0,0.0,0.0,430.0,7.8958,0.0,0.0
0.0,2.0,25.0,0.0,18.0,0.0,0.0,7.0,73.5,0.0,0.0
0.0,3.0,31.0,0.0,1.0,5.0,2.0,5.0,46.9,0.0,0.0
1.0,2.0,16.0,1.0,36.0,0.0,0.0,294.0,13.0,0.0,0.0
0.0,3.0,20.0,0.0,-1.0,0.0,0.0,496.0,7.7292,0.0,2.0
1.0,2.0,21.0,1.0,17.0,0.0,0.0,630.0,12.0,0.0,1.0
1.0,1.0,26.0,0.0,36.0,1.0,2.0,8.0,120.0,1.0,0.0
1.0,3.0,22.0,0.0,21.0,0.0,0.0,458.0,7.7958,0.0,0.0
0.0,3.0,28.0,0.0,28.0,2.0,0.0,316.0,7.925,0.0,0.0
1.0,1.0,22.0,1.0,23.0,1.0,0.0,29.0,113.275,37.0,1.0
1.0,3.0,51.0,1.0,24.0,0.0,2.0,128.0,16.7,3.0,0.0
0.0,3.0,19.0,0.0,22.0,0.0,0.0,467.0,7.7958,0.0,0.0
0.0,3.0,19.0,1.0,31.0,0.0,0.0,471.0,7.8542,0.0,0.0
0.0,2.0,23.0,0.0,46.0,0.0,0.0,87.0,26.0,0.0,0.0
0.0,2.0,16.0,0.0,23.0,0.0,0.0,239.0,10.5,0.0,0.0
1.0,2.0,32.0,1.0,28.0,0.0,0.0,236.0,12.65,0.0,0.0
1.0,3.0,18.0,0.0,39.0,0.0,0.0,667.0,7.925,0.0,0.0
0.0,3.0,15.0,0.0,26.0,0.0,0.0,359.0,8.05,0.0,0.0
0.0,3.0,24.0,1.0,21.0,1.0,0.0,531.0,9.825,0.0,0.0
0.0,3.0,30.0,0.0,28.0,1.0,0.0,131.0,15.85,0.0,0.0
0.0,3.0,23.0,1.0,20.0,0.0,0.0,334.0,8.6625,0.0,0.0
0.0,2.0,18.0,0.0,34.0,1.0,0.0,303.0,21.0,0.0,0.0
0.0,3.0,32.0,0.0,51.0,0.0,0.0,385.0,7.75,0.0,0.0
1.0,2.0,30.0,0.0,3.0,1.0,1.0,26.0,18.75,0.0,0.0
0.0,3.0,33.0,0.0,21.0,0.0,0.0,322.0,7.775,0.0,0.0
0.0,3.0,18.0,1.0,-1.0,3.0,1.0,15.0,25.4667,0.0,0.0
0.0,3.0,18.0,0.0,-1.0,0.0,0.0,426.0,7.8958,0.0,0.0
0.0,3.0,15.0,0.0,-1.0,0.0,0.0,527.0,6.8583,0.0,2.0
1.0,1.0,22.0,1.0,33.0,1.0,0.0,59.0,90.0,28.0,2.0
0.0,2.0,30.0,0.0,-1.0,0.0,0.0,23.0,0.0,0.0,0.0
1.0,3.0,25.0,0.0,44.0,0.0,0.0,659.0,7.925,0.0,0.0
0.0,3.0,39.0,1.0,-1.0,0.0,0.0,362.0,8.05,0.0,0.0
1.0,2.0,47.0,1.0,34.0,1.0,1.0,298.0,32.5,0.0,0.0
1.0,2.0,29.0,1.0,18.0,0.0,2.0,255.0,13.0,0.0,0.0
0.0,2.0,26.0,0.0,30.0,0.0,0.0,299.0,13.0,0.0,0.0
0.0,3.0,25.0,1.0,10.0,0.0,2.0,27.0,24.15,0.0,0.0
0.0,3.0,22.0,0.0,-1.0,0.0,0.0,450.0,7.8958,0.0,1.0
0.0,3.0,19.0,0.0,21.0,0.0,0.0,570.0,7.7333,0.0,2.0
0.0,3.0,18.0,0.0,29.0,0.0,0.0,326.0,7.875,0.0,0.0
0.0,3.0,54.0,1.0,28.0,1.0,1.0,94.0,14.4,0.0,0.0
0.0,3.0,27.0,0.0,18.0,1.0,1.0,105.0,20.2125,0.0,0.0
0.0,3.0,22.0,0.0,-1.0,0.0,0.0,557.0,7.25,0.0,0.0
1.0,2.0,43.0,1.0,28.0,1.0,0.0,204.0,26.0,0.0,0.0
1.0,2.0,67.0,1.0,19.0,0.0,0.0,75.0,26.0,0.0,0.0
0.0,3.0,16.0,0.0,-1.0,0.0,0.0,488.0,7.75,0.0,2.0
1.0,3.0,34.0,0.0,32.0,0.0,0.0,648.0,8.05,129.0,0.0
1.0,1.0,41.0,0.0,28.0,0.0,0.0,134.0,26.55,25.0,0.0
1.0,3.0,49.0,1.0,-1.0,1.0,0.0,107.0,16.1,0.0,0.0
1.0,2.0,51.0,1.0,42.0,1.0,0.0,632.0,26.0,0.0,0.0
0.0,3.0,26.0,0.0,17.0,0.0,0.0,661.0,7.125,0.0,0.0
0.0,1.0,25.0,0.0,50.0,1.0,0.0,54.0,55.9,42.0,0.0
1.0,1.0,25.0,1.0,14.0,1.0,2.0,8.0,120.0,1.0,0.0
0.0,3.0,36.0,1.0,21.0,2.0,2.0,18.0,34.375,0.0,0.0
1.0,2.0,37.0,1.0,24.0,2.0,3.0,26.0,18.75,0.0,0.0
0.0,1.0,17.0,0.0,64.0,1.0,4.0,11.0,263.0,2.0,0.0
0.0,2.0,38.0,0.0,31.0,0.0,0.0,582.0,10.5,0.0,0.0
1.0,2.0,43.0,1.0,45.0,1.0,1.0,34.0,26.25,0.0,0.0
0.0,3.0,15.0,0.0,20.0,0.0,0.0,371.0,9.5,0.0,0.0
0.0,3.0,25.0,0.0,25.0,1.0,0.0,392.0,7.775,0.0,0.0
1.0,2.0,25.0,1.0,28.0,0.0,0.0,216.0,13.0,0.0,0.0
1.0,3.0,33.0,0.0,-1.0,0.0,0.0,537.0,8.1125,0.0,0.0
1.0,1.0,25.0,0.0,4.0,0.0,2.0,356.0,81.8583,57.0,0.0
1.0,2.0,33.0,1.0,13.0,0.0,1.0,72.0,19.5,0.0,0.0
1.0,1.0,27.0,0.0,34.0,0.0,0.0,169.0,26.55,0.0,0.0
1.0,3.0,30.0,1.0,5.0,2.0,1.0,12.0,19.2583,0.0,1.0
1.0,1.0,30.0,0.0,52.0,0.0,0.0,165.0,30.5,85.0,0.0
0.0,2.0,21.0,0.0,36.0,1.0,2.0,33.0,27.75,0.0,0.0
0.0,3.0,31.0,0.0,-1.0,1.0,0.0,535.0,19.9667,0.0,0.0
0.0,1.0,31.0,0.0,30.0,0.0,0.0,152.0,27.75,88.0,1.0
1.0,1.0,24.0,0.0,49.0,1.0,0.0,56.0,89.1042,30.0,1.0
0.0,3.0,19.0,0.0,-1.0,0.0,0.0,564.0,8.05,0.0,0.0
1.0,3.0,18.0,0.0,29.0,0.0,0.0,437.0,7.8958,0.0,1.0
0.0,1.0,25.0,0.0,65.0,0.0,0.0,187.0,26.55,135.0,0.0
1.0,1.0,33.0,1.0,-1.0,1.0,0.0,196.0,51.8625,115.0,0.0
1.0,2.0,19.0,1.0,50.0,0.0,0.0,598.0,10.5,0.0,0.0
0.0,3.0,21.0,0.0,-1.0,0.0,0.0,512.0,7.75,0.0,2.0
1.0,1.0,19.0,0.0,48.0,0.0,0.0,201.0,26.55,130.0,0.0
0.0,3.0,19.0,0.0,34.0,0.0,0.0,482.0,8.05,0.0,0.0
0.0,1.0,17.0,0.0,47.0,0.0,0.0,137.0,38.5,141.0,0.0
0.0,2.0,28.0,0.0,48.0,0.0,0.0,220.0,13.0,0.0,0.0
0.0,3.0,18.0,0.0,-1.0,0.0,0.0,574.0,8.05,0.0,0.0
0.0,3.0,31.0,0.0,38.0,0.0,0.0,643.0,7.05,0.0,0.0
0.0,2.0,21.0,0.0,-1.0,0.0,0.0,23.0,0.0,0.0,0.0
0.0,1.0,26.0,0.0,56.0,0.0,0.0,168.0,26.55,0.0,0.0
0.0,3.0,18.0,0.0,-1.0,0.0,0.0,475.0,7.725,0.0,2.0
1.0,3.0,29.0,1.0,0.75,2.0,1.0,12.0,19.2583,0.0,1.0
0.0,3.0,17.0,0.0,-1.0,0.0,0.0,339.0,7.25,0.0,0.0
0.0,3.0,15.0,0.0,38.0,0.0,0.0,330.0,8.6625,0.0,0.0
1.0,2.0,39.0,1.0,33.0,1.0,2.0,33.0,27.75,0.0,0.0
1.0,2.0,44.0,1.0,23.0,0.0,0.0,633.0,13.7917,5.0,1.0
0.0,3.0,27.0,1.0,22.0,0.0,0.0,546.0,9.8375,0.0,0.0
0.0,1.0,27.0,0.0,-1.0,0.0,0.0,40.0,52.0,48.0,0.0
0.0,2.0,23.0,0.0,34.0,1.0,0.0,91.0,21.0,0.0,0.0
0.0,3.0,25.0,0.0,29.0,1.0,0.0,380.0,7.0458,0.0,0.0
0.0,3.0,25.0,0.0,22.0,0.0,0.0,468.0,7.5208,0.0,0.0
1.0,3.0,24.0,1.0,2.0,0.0,1.0,319.0,12.2875,0.0,0.0
0.0,3.0,30.0,0.0,9.0,5.0,2.0,5.0,46.9,0.0,0.0
0.0,2.0,32.0,0.0,-1.0,0.0,0.0,233.0,0.0,0.0,0.0
0.0,3.0,24.0,0.0,50.0,0.0,0.0,567.0,8.05,0.0,0.0
1.0,3.0,22.0,1.0,63.0,0.0,0.0,528.0,9.5875,0.0,0.0
1.0,1.0,23.0,0.0,25.0,1.0,0.0,52.0,91.0792,14.0,1.0
0.0,3.0,22.0,1.0,-1.0,3.0,1.0,15.0,25.4667,0.0,0.0
1.0,1.0,47.0,1.0,35.0,1.0,0.0,60.0,90.0,31.0,0.0
0.0,1.0,23.0,0.0,58.0,0.0,0.0,179.0,29.7,67.0,1.0
0.0,3.0,29.0,0.0,30.0,0.0,0.0,554.0,8.05,0.0,0.0
1.0,3.0,37.0,0.0,9.0,1.0,1.0,116.0,15.9,0.0,0.0
0.0,3.0,36.0,0.0,-1.0,1.0,0.0,536.0,19.9667,0.0,0.0
0.0,3.0,19.0,0.0,21.0,0.0,0.0,653.0,7.25,0.0,0.0
0.0,1.0,26.0,0.0,55.0,0.0,0.0,166.0,30.5,92.0,0.0
0.0,1.0,23.0,0.0,71.0,0.0,0.0,618.0,49.5042,0.0,1.0
0.0,3.0,26.0,0.0,21.0,0.0,0.0,555.0,8.05,0.0,0.0
0.0,3.0,21.0,0.0,-1.0,0.0,0.0,76.0,14.4583,0.0,1.0
1.0,1.0,30.0,1.0,54.0,1.0,0.0,103.0,78.2667,33.0,1.0
0.0,3.0,31.0,0.0,-1.0,0.0,0.0,593.0,15.1,0.0,0.0
0.0,1.0,47.0,1.0,25.0,1.0,2.0,9.0,151.55,4.0,0.0
0.0,3.0,18.0,0.0,24.0,0.0,0.0,459.0,7.7958,0.0,0.0
0.0,3.0,16.0,0.0,17.0,0.0,0.0,328.0,8.6625,0.0,0.0
0.0,3.0,19.0,1.0,21.0,0.0,0.0,485.0,7.75,0.0,2.0
0.0,3.0,30.0,1.0,-1.0,0.0,0.0,343.0,7.6292,0.0,2.0
0.0,3.0,30.0,1.0,37.0,0.0,0.0,529.0,9.5875,0.0,0.0
1.0,1.0,21.0,1.0,16.0,0.0,0.0,19.0,86.5,78.0,0.0
0.0,1.0,42.0,0.0,18.0,1.0,0.0,126.0,108.9,26.0,1.0
1.0,2.0,45.0,1.0,33.0,0.0,2.0,77.0,26.0,0.0,0.0
1.0,1.0,45.0,0.0,-1.0,0.0,0.0,140.0,26.55,0.0,0.0
0.0,3.0,24.0,0.0,28.0,0.0,0.0,577.0,22.525,0.0,0.0
1.0,3.0,14.0,0.0,26.0,0.0,0.0,0.0,56.4958,0.0,0.0
1.0,3.0,24.0,0.0,29.0,0.0,0.0,521.0,7.75,0.0,2.0
0.0,3.0,17.0,0.0,-1.0,0.0,0.0,652.0,8.05,0.0,0.0
1.0,1.0,25.0,0.0,36.0,0.0,0.0,601.0,26.2875,40.0,0.0
1.0,1.0,46.0,1.0,54.0,1.0,0.0,616.0,59.4,0.0,1.0
0.0,3.0,17.0,0.0,24.0,0.0,0.0,415.0,7.4958,0.0,0.0
0.0,1.0,28.0,0.0,47.0,0.0,0.0,503.0,34.0208,120.0,0.0
1.0,2.0,28.0,1.0,34.0,0.0,0.0,591.0,10.5,8.0,0.0
0.0,3.0,17.0,0.0,-1.0,0.0,0.0,31.0,24.15,0.0,2.0
1.0,2.0,52.0,1.0,36.0,1.0,0.0,213.0,26.0,0.0,0.0
0.0,3.0,19.0,0.0,32.0,0.0,0.0,439.0,7.8958,0.0,0.0
1.0,1.0,21.0,1.0,30.0,0.0,0.0,53.0,93.5,76.0,0.0
0.0,3.0,15.0,0.0,22.0,0.0,0.0,448.0,7.8958,0.0,0.0
0.0,3.0,18.0,0.0,-1.0,0.0,0.0,259.0,7.225,0.0,1.0
1.0,1.0,47.0,1.0,44.0,0.0,1.0,41.0,57.9792,9.0,1.0
0.0,3.0,17.0,0.0,-1.0,0.0,0.0,291.0,7.2292,0.0,1.0
0.0,3.0,18.0,0.0,40.5,0.0,0.0,495.0,7.75,0.0,2.0
1.0,2.0,20.0,1.0,50.0,0.0,0.0,676.0,10.5,0.0,0.0
0.0,1.0,18.0,0.0,-1.0,0.0,0.0,606.0,221.7792,109.0,0.0
0.0,3.0,25.0,0.0,39.0,0.0,0.0,318.0,7.925,0.0,0.0
0.0,2.0,27.0,0.0,23.0,2.0,1.0,307.0,11.5,0.0,0.0
1.0,2.0,24.0,1.0,2.0,1.0,1.0,77.0,26.0,0.0,0.0
0.0,3.0,17.0,0.0,-1.0,0.0,0.0,265.0,7.2292,0.0,1.0
0.0,3.0,20.0,0.0,17.0,1.0,1.0,286.0,7.2292,0.0,1.0
1.0,3.0,38.0,1.0,-1.0,0.0,2.0,83.0,22.3583,0.0,1.0
0.0,3.0,19.0,1.0,30.0,0.0,0.0,327.0,8.6625,0.0,0.0
1.0,2.0,22.0,1.0,7.0,0.0,2.0,34.0,26.25,0.0,0.0
0.0,1.0,33.0,0.0,45.0,0.0,0.0,151.0,26.55,68.0,0.0
1.0,1.0,19.0,1.0,30.0,0.0,0.0,127.0,106.425,0.0,1.0
0.0,3.0,24.0,0.0,-1.0,0.0,0.0,479.0,14.5,0.0,0.0
1.0,1.0,34.0,1.0,22.0,0.0,2.0,189.0,49.5,69.0,1.0
1.0,1.0,23.0,1.0,36.0,0.0,2.0,133.0,71.0,11.0,0.0
0.0,3.0,36.0,1.0,9.0,4.0,2.0,1.0,31.275,0.0,0.0
0.0,3.0,33.0,1.0,11.0,4.0,2.0,1.0,31.275,0.0,0.0
1.0,2.0,17.0,0.0,32.0,1.0,0.0,88.0,26.0,0.0,0.0
0.0,1.0,26.0,0.0,50.0,1.0,0.0,127.0,106.425,105.0,1.0
0.0,1.0,28.0,0.0,64.0,0.0,0.0,539.0,26.0,0.0,0.0
1.0,2.0,33.0,1.0,19.0,1.0,0.0,88.0,26.0,0.0,0.0
1.0,2.0,26.0,0.0,-1.0,0.0,0.0,636.0,13.8625,0.0,1.0
0.0,3.0,25.0,0.0,33.0,1.0,1.0,30.0,20.525,0.0,0.0
1.0,2.0,30.0,0.0,8.0,1.0,1.0,115.0,36.75,0.0,0.0
1.0,1.0,27.0,0.0,17.0,0.0,2.0,10.0,110.8833,102.0,1.0
0.0,2.0,27.0,0.0,27.0,0.0,0.0,241.0,26.0,0.0,0.0
0.0,3.0,20.0,0.0,-1.0,0.0,0.0,351.0,7.8292,0.0,2.0
1.0,3.0,33.0,0.0,22.0,0.0,0.0,257.0,7.225,0.0,1.0
1.0,3.0,18.0,1.0,22.0,0.0,0.0,396.0,7.775,0.0,0.0
0.0,1.0,18.0,0.0,62.0,0.0,0.0,173.0,26.55,0.0,0.0
1.0,1.0,65.0,1.0,48.0,1.0,0.0,176.0,39.6,49.0,1.0
0.0,1.0,19.0,0.0,-1.0,0.0,0.0,17.0,227.525,0.0,1.0
1.0,1.0,38.0,1.0,39.0,1.0,1.0,20.0,79.65,43.0,0.0
1.0,3.0,44.0,1.0,36.0,1.0,0.0,367.0,17.4,0.0,0.0
0.0,3.0,24.0,0.0,-1.0,0.0,0.0,514.0,7.75,0.0,2.0
0.0,3.0,17.0,0.0,40.0,0.0,0.0,447.0,7.8958,0.0,0.0
0.0,2.0,26.0,0.0,28.0,0.0,0.0,207.0,13.5,0.0,0.0
0.0,3.0,17.0,0.0,-1.0,0.0,0.0,655.0,8.05,0.0,0.0
0.0,3.0,30.0,1.0,-1.0,0.0,0.0,649.0,8.05,0.0,0.0
0.0,3.0,20.0,0.0,24.0,2.0,0.0,111.0,24.15,0.0,0.0
0.0,3.0,20.0,0.0,19.0,0.0,0.0,411.0,7.8958,0.0,0.0
0.0,3.0,43.0,1.0,29.0,0.0,4.0,14.0,21.075,0.0,0.0
0.0,3.0,19.0,0.0,-1.0,0.0,0.0,283.0,7.2292,0.0,1.0
1.0,3.0,17.0,0.0,32.0,0.0,0.0,472.0,7.8542,0.0,0.0
1.0,2.0,18.0,0.0,62.0,0.0,0.0,629.0,10.5,0.0,0.0
1.0,1.0,45.0,1.0,53.0,2.0,0.0,178.0,51.4792,83.0,0.0
1.0,1.0,32.0,0.0,36.0,0.0,0.0,602.0,26.3875,40.0,0.0
1.0,3.0,17.0,1.0,-1.0,0.0,0.0,191.0,7.75,0.0,2.0
0.0,3.0,28.0,0.0,16.0,0.0,0.0,556.0,8.05,0.0,0.0
0.0,3.0,20.0,0.0,19.0,0.0,0.0,97.0,14.5,0.0,0.0
1.0,2.0,20.0,1.0,34.0,0.0,0.0,237.0,13.0,0.0,0.0
1.0,1.0,41.0,1.0,39.0,1.0,0.0,54.0,55.9,42.0,0.0
0.0,3.0,32.0,1.0,-1.0,1.0,0.0,285.0,14.4583,0.0,1.0
1.0,3.0,19.0,0.0,32.0,0.0,0.0,665.0,7.925,0.0,0.0
1.0,2.0,27.0,1.0,25.0,1.0,1.0,231.0,30.0,0.0,0.0
1.0,1.0,52.0,1.0,39.0,1.0,1.0,10.0,110.8833,27.0,1.0
0.0,2.0,26.0,0.0,54.0,0.0,0.0,87.0,26.0,0.0,0.0
0.0,1.0,19.0,0.0,36.0,0.0,0.0,184.0,40.125,47.0,1.0
0.0,3.0,19.0,0.0,-1.0,0.0,0.0,358.0,8.7125,0.0,1.0
1.0,1.0,19.0,1.0,18.0,0.0,2.0,20.0,79.65,142.0,0.0
0.0,2.0,23.0,0.0,47.0,0.0,0.0,228.0,15.0,0.0,0.0
1.0,1.0,32.0,0.0,60.0,1.0,1.0,188.0,79.2,71.0,1.0
0.0,3.0,21.0,0.0,22.0,0.0,0.0,193.0,8.05,0.0,0.0
0.0,3.0,19.0,0.0,-1.0,0.0,0.0,552.0,8.05,0.0,0.0
0.0,3.0,20.0,0.0,35.0,0.0,0.0,660.0,7.125,0.0,0.0
1.0,1.0,47.0,1.0,52.0,1.0,0.0,103.0,78.2667,33.0,1.0
0.0,3.0,26.0,0.0,47.0,0.0,0.0,568.0,7.25,0.0,0.0
0.0,3.0,18.0,1.0,-1.0,0.0,2.0,486.0,7.75,0.0,2.0
0.0,2.0,23.0,0.0,37.0,1.0,0.0,631.0,26.0,0.0,0.0
0.0,3.0,27.0,0.0,36.0,1.0,1.0,27.0,24.15,0.0,0.0
1.0,2.0,26.0,1.0,-1.0,0.0,0.0,25.0,33.0,0.0,0.0
0.0,3.0,19.0,0.0,49.0,0.0,0.0,16.0,0.0,0.0,0.0
0.0,3.0,17.0,0.0,-1.0,0.0,0.0,272.0,7.225,0.0,1.0
1.0,1.0,44.0,0.0,49.0,1.0,0.0,119.0,56.9292,51.0,1.0
1.0,2.0,51.0,1.0,24.0,2.0,1.0,68.0,27.0,0.0,0.0
0.0,3.0,20.0,0.0,-1.0,0.0,0.0,419.0,7.8958,0.0,0.0
0.0,1.0,25.0,0.0,-1.0,0.0,0.0,170.0,42.4,0.0,0.0
0.0,3.0,25.0,0.0,44.0,0.0,0.0,483.0,8.05,0.0,0.0
1.0,1.0,31.0,0.0,35.0,0.0,0.0,139.0,26.55,0.0,1.0
0.0,3.0,29.0,0.0,36.0,1.0,0.0,453.0,15.55,0.0,0.0
0.0,3.0,17.0,0.0,30.0,0.0,0.0,443.0,7.8958,0.0,0.0
1.0,1.0,27.0,0.0,27.0,0.0,0.0,172.0,30.5,0.0,0.0
1.0,2.0,53.0,1.0,22.0,1.0,2.0,39.0,41.5792,0.0,1.0
1.0,1.0,25.0,1.0,40.0,0.0,0.0,36.0,153.4625,22.0,0.0
0.0,3.0,57.0,1.0,39.0,1.0,5.0,1.0,31.275,0.0,0.0
0.0,3.0,21.0,0.0,-1.0,0.0,0.0,642.0,7.05,0.0,0.0
1.0,3.0,27.0,1.0,-1.0,1.0,0.0,101.0,15.5,0.0,2.0
0.0,3.0,16.0,0.0,-1.0,0.0,0.0,511.0,7.75,0.0,2.0
0.0,3.0,31.0,0.0,35.0,0.0,0.0,484.0,8.05,0.0,0.0
1.0,2.0,19.0,1.0,24.0,1.0,2.0,62.0,65.0,0.0,0.0
0.0,3.0,25.0,0.0,34.0,1.0,1.0,94.0,14.4,0.0,0.0
0.0,3.0,47.0,1.0,26.0,1.0,0.0,112.0,16.1,0.0,0.0
1.0,2.0,27.0,1.0,4.0,2.0,1.0,63.0,39.0,46.0,0.0
0.0,2.0,19.0,0.0,26.0,0.0,0.0,320.0,10.5,0.0,0.0
0.0,3.0,19.0,0.0,27.0,1.0,0.0,80.0,14.4542,0.0,1.0
1.0,1.0,28.0,0.0,42.0,1.0,0.0,175.0,52.5542,114.0,0.0
1.0,3.0,16.0,0.0,20.0,1.0,1.0,79.0,15.7417,0.0,1.0
0.0,3.0,27.0,0.0,21.0,0.0,0.0,457.0,7.8542,0.0,0.0
0.0,3.0,27.0,0.0,21.0,0.0,0.0,109.0,16.1,0.0,0.0
